Match Number,Round Number,Date,Location,Home Team,Away Team,Result
593,12,08/01/2022 21:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,97 - 92
594,12,08/01/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,Utah Jazz,125 - 113
595,12,08/01/2022 21:30,TD Garden,Boston Celtics,New York Knicks,99 - 75
596,12,08/01/2022 23:00,Footprint Center,Phoenix Suns,Miami Heat,100 - 123
602,12,09/01/2022 14:00,Barclays Center,Brooklyn Nets,San Antonio Spurs,121 - 119
597,12,09/01/2022 17:30,Crypto.com Arena,LA Clippers,Atlanta Hawks,106 - 93
598,12,09/01/2022 20:00,Amway Center,Orlando Magic,Washington Wizards,100 - 102
599,12,09/01/2022 20:00,Scotiabank Arena,Toronto Raptors,New Orleans Pelicans,105 - 101
600,12,09/01/2022 21:00,Toyota Center,Houston Rockets,Minnesota Timberwolves,123 - 141
601,12,09/01/2022 21:00,Paycom Center,Oklahoma City Thunder,Denver Nuggets,95 - 99
603,12,09/01/2022 21:30,American Airlines Center,Dallas Mavericks,Chicago Bulls,113 - 99
604,12,09/01/2022 22:30,Chase Center,Golden State Warriors,Cleveland Cavaliers,96 - 82
605,12,09/01/2022 23:00,Moda Center,Portland Trail Blazers,Sacramento Kings,103 - 88
606,12,09/01/2022 23:30,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,119 - 127
607,12,10/01/2022 21:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,103 - 99
608,12,10/01/2022 21:00,Little Caesars Arena,Detroit Pistons,Utah Jazz,126 - 116
609,12,10/01/2022 21:30,TD Garden,Boston Celtics,Indiana Pacers,101 - 98
610,12,10/01/2022 21:30,Madison Square Garden,New York Knicks,San Antonio Spurs,111 - 96
711,12,10/01/2022 22:00,Toyota Center,Houston Rockets,Philadelphia 76ers,91 - 111
486,12,11/01/2022 00:00,Moda Center,Portland Trail Blazers,Brooklyn Nets,114 - 108
611,12,11/01/2022 00:00,Golden 1 Center,Sacramento Kings,Cleveland Cavaliers,108 - 109
612,12,11/01/2022 21:00,Capital One Arena,Washington Wizards,Oklahoma City Thunder,122 - 118
613,12,11/01/2022 21:30,Scotiabank Arena,Toronto Raptors,Phoenix Suns,95 - 99
415,12,11/01/2022 22:00,United Center,Chicago Bulls,Detroit Pistons,133 - 87
614,12,11/01/2022 22:00,FedExForum,Memphis Grizzlies,Golden State Warriors,116 - 108
615,12,11/01/2022 22:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,128 - 125
616,12,12/01/2022 00:30,Crypto.com Arena,LA Clippers,Denver Nuggets,87 - 85
618,12,12/01/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,Boston Celtics,100 - 119
619,12,12/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,98 - 109
620,12,12/01/2022 21:00,Capital One Arena,Washington Wizards,Orlando Magic,112 - 106
621,12,12/01/2022 21:30,State Farm Arena,Atlanta Hawks,Miami Heat,91 - 115
622,12,12/01/2022 21:30,Madison Square Garden,New York Knicks,Dallas Mavericks,108 - 85
623,12,12/01/2022 22:30,AT&T Center,San Antonio Spurs,Houston Rockets,124 - 128
624,12,12/01/2022 23:00,Vivint Arena,Utah Jazz,Cleveland Cavaliers,91 - 111
625,12,13/01/2022 00:00,United Center,Chicago Bulls,Brooklyn Nets,112 - 138
626,12,13/01/2022 00:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,125 - 116
627,13,13/01/2022 21:30,Fiserv Forum,Milwaukee Bucks,Golden State Warriors,118 - 99
628,13,13/01/2022 22:00,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,116 - 108
629,13,13/01/2022 22:00,Smoothie King Center,New Orleans Pelicans,LA Clippers,113 - 89
630,13,13/01/2022 22:30,Barclays Center,Brooklyn Nets,Oklahoma City Thunder,109 - 130
631,13,14/01/2022 00:00,Ball Arena,Denver Nuggets,Portland Trail Blazers,140 - 108
632,13,14/01/2022 21:00,Spectrum Center,Charlotte Hornets,Orlando Magic,109 - 116
633,13,14/01/2022 21:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,103 - 87
634,13,14/01/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,Phoenix Suns,94 - 112
635,13,14/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,111 - 99
637,13,14/01/2022 21:30,United Center,Chicago Bulls,Golden State Warriors,96 - 138
636,13,14/01/2022 22:00,FTX Arena,Miami Heat,Atlanta Hawks,124 - 118
638,13,14/01/2022 22:30,AT&T Center,San Antonio Spurs,Cleveland Cavaliers,109 - 114
639,13,15/01/2022 00:00,FedExForum,Memphis Grizzlies,Dallas Mavericks,85 - 112
640,13,15/01/2022 00:00,Golden 1 Center,Sacramento Kings,Houston Rockets,126 - 114
641,13,15/01/2022 20:30,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,96 - 103
642,13,15/01/2022 21:00,Capital One Arena,Washington Wizards,Portland Trail Blazers,110 - 115
643,13,15/01/2022 21:30,State Farm Arena,Atlanta Hawks,New York Knicks,108 - 117
644,13,15/01/2022 21:30,Barclays Center,Brooklyn Nets,New Orleans Pelicans,120 - 105
645,13,15/01/2022 22:00,FTX Arena,Miami Heat,Philadelphia 76ers,98 - 109
646,13,15/01/2022 22:00,Paycom Center,Oklahoma City Thunder,Cleveland Cavaliers,102 - 107
647,13,15/01/2022 22:30,TD Garden,Boston Celtics,Chicago Bulls,114 - 112
648,13,15/01/2022 22:30,AT&T Center,San Antonio Spurs,LA Clippers,101 - 94
649,13,15/01/2022 23:00,Ball Arena,Denver Nuggets,Los Angeles Lakers,133 - 96
650,13,15/01/2022 23:30,American Airlines Center,Dallas Mavericks,Orlando Magic,108 - 92
617,13,16/01/2022 15:00,Little Caesars Arena,Detroit Pistons,Phoenix Suns,108 - 135
651,13,16/01/2022 20:00,Golden 1 Center,Sacramento Kings,Houston Rockets,112 - 118
652,13,16/01/2022 22:00,Target Center,Minnesota Timberwolves,Golden State Warriors,119 - 99
653,13,16/01/2022 22:00,Ball Arena,Denver Nuggets,Utah Jazz,102 - 125
654,13,17/01/2022 14:30,TD Garden,Boston Celtics,New Orleans Pelicans,104 - 92
655,13,17/01/2022 15:00,Madison Square Garden,New York Knicks,Charlotte Hornets,87 - 97
656,13,17/01/2022 16:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,117 - 98
657,13,17/01/2022 17:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,114 - 107
658,13,17/01/2022 17:30,FedExForum,Memphis Grizzlies,Chicago Bulls,119 - 106
659,13,17/01/2022 17:30,Crypto.com Arena,LA Clippers,Indiana Pacers,139 - 133
660,13,17/01/2022 20:00,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,121 - 114
661,13,17/01/2022 21:00,Amway Center,Orlando Magic,Portland Trail Blazers,88 - 98
662,13,17/01/2022 21:30,FTX Arena,Miami Heat,Toronto Raptors,104 - 99
663,13,17/01/2022 22:30,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,104 - 102
664,13,17/01/2022 22:30,AT&T Center,San Antonio Spurs,Phoenix Suns,107 - 121
665,13,18/01/2022 00:30,Crypto.com Arena,Los Angeles Lakers,Utah Jazz,101 - 95
666,13,18/01/2022 21:30,Madison Square Garden,New York Knicks,Minnesota Timberwolves,110 - 112
667,13,19/01/2022 00:00,Chase Center,Golden State Warriors,Detroit Pistons,102 - 86
668,13,19/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,123 - 110
669,13,19/01/2022 21:00,Capital One Arena,Washington Wizards,Brooklyn Nets,118 - 119
670,13,19/01/2022 21:30,State Farm Arena,Atlanta Hawks,Minnesota Timberwolves,134 - 122
671,13,19/01/2022 21:30,TD Garden,Boston Celtics,Charlotte Hornets,102 - 111
672,13,19/01/2022 21:30,FTX Arena,Miami Heat,Portland Trail Blazers,104 - 92
673,13,19/01/2022 22:00,United Center,Chicago Bulls,Cleveland Cavaliers,117 - 104
674,13,19/01/2022 22:00,Fiserv Forum,Milwaukee Bucks,Memphis Grizzlies,126 - 114
675,13,19/01/2022 22:30,American Airlines Center,Dallas Mavericks,Toronto Raptors,102 - 98
676,13,19/01/2022 22:30,AT&T Center,San Antonio Spurs,Oklahoma City Thunder,118 - 96
677,13,19/01/2022 23:00,Vivint Arena,Utah Jazz,Houston Rockets,111 - 116
678,13,20/01/2022 00:00,Ball Arena,Denver Nuggets,LA Clippers,130 - 128
679,13,20/01/2022 00:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,131 - 133
680,13,20/01/2022 00:30,Crypto.com Arena,Los Angeles Lakers,Indiana Pacers,104 - 111
681,14,20/01/2022 21:30,Madison Square Garden,New York Knicks,New Orleans Pelicans,91 - 102
682,14,20/01/2022 21:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,101 - 109
683,14,21/01/2022 00:00,Chase Center,Golden State Warriors,Indiana Pacers,117 - 121
684,14,21/01/2022 21:00,Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,121 - 98
685,14,21/01/2022 21:00,Amway Center,Orlando Magic,Los Angeles Lakers,105 - 116
686,14,21/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,LA Clippers,101 - 102
687,14,21/01/2022 21:30,State Farm Arena,Atlanta Hawks,Miami Heat,110 - 108
688,14,21/01/2022 21:30,TD Garden,Boston Celtics,Portland Trail Blazers,105 - 109
689,14,21/01/2022 22:00,Capital One Arena,Washington Wizards,Toronto Raptors,105 - 109
690,14,21/01/2022 22:00,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,94 - 90
691,14,21/01/2022 22:30,AT&T Center,San Antonio Spurs,Brooklyn Nets,102 - 117
692,14,21/01/2022 23:00,Ball Arena,Denver Nuggets,Memphis Grizzlies,118 - 122
693,14,21/01/2022 23:00,Vivint Arena,Utah Jazz,Detroit Pistons,111 - 101
694,14,22/01/2022 00:00,Chase Center,Golden State Warriors,Houston Rockets,105 - 103
696,14,22/01/2022 21:00,Fiserv Forum,Milwaukee Bucks,Sacramento Kings,133 - 127
695,14,22/01/2022 22:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Oklahoma City Thunder,94 - 87
697,14,22/01/2022 23:00,Footprint Center,Phoenix Suns,Indiana Pacers,113 - 103
698,14,23/01/2022 15:00,Madison Square Garden,New York Knicks,LA Clippers,110 - 102
699,14,23/01/2022 17:30,Capital One Arena,Washington Wizards,Boston Celtics,87 - 116
700,14,23/01/2022 20:00,FTX Arena,Miami Heat,Los Angeles Lakers,113 - 107
701,14,23/01/2022 20:00,Amway Center,Orlando Magic,Chicago Bulls,114 - 95
702,14,23/01/2022 20:00,Scotiabank Arena,Toronto Raptors,Portland Trail Blazers,105 - 114
703,14,23/01/2022 21:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,91 - 113
704,14,23/01/2022 21:00,AT&T Center,San Antonio Spurs,Philadelphia 76ers,109 - 115
705,14,23/01/2022 21:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,104 - 91
706,14,23/01/2022 22:00,Target Center,Minnesota Timberwolves,Brooklyn Nets,136 - 125
707,14,23/01/2022 22:00,Ball Arena,Denver Nuggets,Detroit Pistons,117 - 111
708,14,23/01/2022 22:30,Chase Center,Golden State Warriors,Utah Jazz,94 - 92
709,14,24/01/2022 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,95 - 93
712,14,24/01/2022 22:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,117 - 113
730,14,24/01/2022 22:00,Paycom Center,Oklahoma City Thunder,Chicago Bulls,110 - 111
713,14,24/01/2022 23:00,Footprint Center,Phoenix Suns,Utah Jazz,115 - 109
454,14,25/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,New Orleans Pelicans,117 - 107
714,14,25/01/2022 21:00,Little Caesars Arena,Detroit Pistons,Denver Nuggets,105 - 110
715,14,25/01/2022 21:00,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,125 - 113
716,14,25/01/2022 21:00,Capital One Arena,Washington Wizards,LA Clippers,115 - 116
717,14,25/01/2022 21:30,TD Garden,Boston Celtics,Sacramento Kings,128 - 75
718,14,25/01/2022 21:30,Barclays Center,Brooklyn Nets,Los Angeles Lakers,96 - 106
719,14,25/01/2022 22:00,Toyota Center,Houston Rockets,San Antonio Spurs,104 - 134
720,14,26/01/2022 00:00,Chase Center,Golden State Warriors,Dallas Mavericks,130 - 92
721,14,26/01/2022 00:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,107 - 109
722,14,26/01/2022 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,115 - 99
723,14,26/01/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,Charlotte Hornets,126 - 158
724,14,26/01/2022 21:00,Amway Center,Orlando Magic,LA Clippers,102 - 111
725,14,26/01/2022 21:30,State Farm Arena,Atlanta Hawks,Sacramento Kings,121 - 104
727,14,26/01/2022 21:30,FTX Arena,Miami Heat,New York Knicks,110 - 96
453,14,26/01/2022 22:00,Barclays Center,Brooklyn Nets,Denver Nuggets,118 - 124
472,14,26/01/2022 22:00,United Center,Chicago Bulls,Toronto Raptors,111 - 105
728,14,26/01/2022 22:30,AT&T Center,San Antonio Spurs,Memphis Grizzlies,110 - 118
731,14,27/01/2022 00:00,Vivint Arena,Utah Jazz,Phoenix Suns,97 - 105
732,14,27/01/2022 00:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,112 - 132
733,15,27/01/2022 21:30,Wells Fargo Center,Philadelphia 76ers,Los Angeles Lakers,105 - 87
734,15,28/01/2022 00:00,Chase Center,Golden State Warriors,Minnesota Timberwolves,124 - 115
736,15,28/01/2022 21:00,Amway Center,Orlando Magic,Detroit Pistons,119 - 103
735,15,28/01/2022 21:30,Spectrum Center,Charlotte Hornets,Los Angeles Lakers,117 - 114
737,15,28/01/2022 21:30,State Farm Arena,Atlanta Hawks,Boston Celtics,108 - 92
729,15,28/01/2022 22:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,105 - 116
738,15,28/01/2022 22:00,FTX Arena,Miami Heat,LA Clippers,121 - 114
739,15,28/01/2022 22:00,Toyota Center,Houston Rockets,Portland Trail Blazers,110 - 125
740,15,28/01/2022 22:00,FedExForum,Memphis Grizzlies,Utah Jazz,119 - 109
741,15,28/01/2022 22:00,Paycom Center,Oklahoma City Thunder,Indiana Pacers,110 - 113
742,15,28/01/2022 22:30,AT&T Center,San Antonio Spurs,Chicago Bulls,131 - 122
743,15,28/01/2022 23:00,Footprint Center,Phoenix Suns,Minnesota Timberwolves,134 - 124
744,15,29/01/2022 00:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,123 - 108
745,15,29/01/2022 21:00,Smoothie King Center,New Orleans Pelicans,Boston Celtics,97 - 107
746,15,29/01/2022 21:00,American Airlines Center,Dallas Mavericks,Indiana Pacers,132 - 105
747,15,29/01/2022 21:30,Wells Fargo Center,Philadelphia 76ers,Sacramento Kings,103 - 101
748,15,29/01/2022 22:00,FTX Arena,Miami Heat,Toronto Raptors,120 - 124
749,15,29/01/2022 22:00,FedExForum,Memphis Grizzlies,Washington Wizards,115 - 95
750,15,29/01/2022 22:30,Chase Center,Golden State Warriors,Brooklyn Nets,110 - 106
751,15,30/01/2022 15:00,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,129 - 121
752,15,30/01/2022 15:00,Spectrum Center,Charlotte Hornets,LA Clippers,90 - 115
753,15,30/01/2022 17:30,United Center,Chicago Bulls,Portland Trail Blazers,130 - 116
754,15,30/01/2022 20:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,115 - 105
755,15,30/01/2022 21:00,Amway Center,Orlando Magic,Dallas Mavericks,110 - 108
756,15,30/01/2022 21:00,Fiserv Forum,Milwaukee Bucks,Denver Nuggets,100 - 136
757,15,30/01/2022 22:00,Target Center,Minnesota Timberwolves,Utah Jazz,126 - 106
758,15,30/01/2022 22:00,Footprint Center,Phoenix Suns,San Antonio Spurs,115 - 110
759,15,31/01/2022 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New Orleans Pelicans,93 - 90
760,15,31/01/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,LA Clippers,122 - 116
761,15,31/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,122 - 119
762,15,31/01/2022 21:30,TD Garden,Boston Celtics,Miami Heat,122 - 92
763,15,31/01/2022 21:30,Madison Square Garden,New York Knicks,Sacramento Kings,116 - 96
767,15,31/01/2022 21:30,State Farm Arena,Atlanta Hawks,Toronto Raptors,100 - 106
764,15,31/01/2022 22:00,Toyota Center,Houston Rockets,Golden State Warriors,108 - 122
765,15,31/01/2022 22:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,98 - 81
766,15,01/02/2022 21:00,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,101 - 111
430,15,01/02/2022 21:30,Scotiabank Arena,Toronto Raptors,Chicago Bulls,110 - 106
768,15,01/02/2022 21:30,Fiserv Forum,Milwaukee Bucks,Washington Wizards,112 - 98
769,15,01/02/2022 22:00,United Center,Chicago Bulls,Orlando Magic,126 - 115
770,15,01/02/2022 22:00,Target Center,Minnesota Timberwolves,Denver Nuggets,130 - 115
771,15,01/02/2022 22:30,AT&T Center,San Antonio Spurs,Golden State Warriors,120 - 124
772,15,02/02/2022 00:00,Footprint Center,Phoenix Suns,Brooklyn Nets,121 - 111
773,15,02/02/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,118 - 119
774,15,02/02/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,103 - 106
775,15,02/02/2022 21:30,TD Garden,Boston Celtics,Charlotte Hornets,113 - 107
776,15,02/02/2022 21:30,Madison Square Garden,New York Knicks,Memphis Grizzlies,108 - 120
777,15,02/02/2022 22:00,Toyota Center,Houston Rockets,Cleveland Cavaliers,115 - 104
778,15,02/02/2022 22:30,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,114 - 120
779,15,03/02/2022 00:00,Vivint Arena,Utah Jazz,Denver Nuggets,108 - 104
780,15,03/02/2022 00:00,Golden 1 Center,Sacramento Kings,Brooklyn Nets,112 - 101
781,15,03/02/2022 00:30,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,99 - 94
521,16,03/02/2022 21:00,AT&T Center,San Antonio Spurs,Miami Heat,95 - 112
782,16,03/02/2022 21:00,Little Caesars Arena,Detroit Pistons,Minnesota Timberwolves,117 - 128
783,16,03/02/2022 21:30,State Farm Arena,Atlanta Hawks,Phoenix Suns,124 - 115
784,16,03/02/2022 21:30,Scotiabank Arena,Toronto Raptors,Miami Heat,127 - 120
785,16,04/02/2022 00:00,Chase Center,Golden State Warriors,Sacramento Kings,126 - 114
786,16,04/02/2022 00:00,Crypto.com Arena,LA Clippers,Los Angeles Lakers,111 - 110
787,16,04/02/2022 21:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,101 - 102
788,16,04/02/2022 21:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,93 - 102
789,16,04/02/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,Chicago Bulls,115 - 122
790,16,04/02/2022 21:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,125 - 114
792,16,04/02/2022 22:30,AT&T Center,San Antonio Spurs,Houston Rockets,131 - 106
793,16,04/02/2022 23:00,Vivint Arena,Utah Jazz,Brooklyn Nets,125 - 102
794,16,04/02/2022 23:00,Ball Arena,Denver Nuggets,New Orleans Pelicans,105 - 113
791,16,05/02/2022 00:00,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,107 - 98
795,16,05/02/2022 00:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,93 - 96
796,16,05/02/2022 19:00,Amway Center,Orlando Magic,Memphis Grizzlies,115 - 135
797,16,05/02/2022 21:00,Spectrum Center,Charlotte Hornets,Miami Heat,86 - 104
798,16,05/02/2022 21:00,Capital One Arena,Washington Wizards,Phoenix Suns,80 - 95
799,16,05/02/2022 22:30,Crypto.com Arena,Los Angeles Lakers,New York Knicks,122 - 115
800,16,06/02/2022 00:00,Moda Center,Portland Trail Blazers,Milwaukee Bucks,108 - 137
801,16,06/02/2022 00:00,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,113 - 103
802,16,06/02/2022 17:30,United Center,Chicago Bulls,Philadelphia 76ers,108 - 119
803,16,06/02/2022 17:30,Target Center,Minnesota Timberwolves,Detroit Pistons,118 - 105
804,16,06/02/2022 17:30,Ball Arena,Denver Nuggets,Brooklyn Nets,124 - 104
805,16,06/02/2022 20:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,98 - 85
806,16,06/02/2022 20:00,Amway Center,Orlando Magic,Boston Celtics,83 - 116
807,16,06/02/2022 20:00,American Airlines Center,Dallas Mavericks,Atlanta Hawks,103 - 94
808,16,06/02/2022 21:00,Toyota Center,Houston Rockets,New Orleans Pelicans,107 - 120
809,16,06/02/2022 23:00,Crypto.com Arena,LA Clippers,Milwaukee Bucks,113 - 137
810,16,07/02/2022 21:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,101 - 116
811,16,07/02/2022 21:00,Capital One Arena,Washington Wizards,Miami Heat,100 - 121
812,16,07/02/2022 22:00,United Center,Chicago Bulls,Phoenix Suns,124 - 127
813,16,07/02/2022 22:00,Paycom Center,Oklahoma City Thunder,Golden State Warriors,98 - 110
814,16,07/02/2022 23:00,Vivint Arena,Utah Jazz,New York Knicks,113 - 104
815,16,08/02/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Phoenix Suns,109 - 114
816,16,08/02/2022 21:30,State Farm Arena,Atlanta Hawks,Indiana Pacers,133 - 112
817,16,08/02/2022 21:30,Barclays Center,Brooklyn Nets,Boston Celtics,91 - 126
818,16,08/02/2022 22:00,FedExForum,Memphis Grizzlies,LA Clippers,135 - 109
819,16,08/02/2022 22:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,110 - 97
820,16,08/02/2022 22:30,American Airlines Center,Dallas Mavericks,Detroit Pistons,116 - 86
821,16,08/02/2022 23:00,Ball Arena,Denver Nuggets,New York Knicks,132 - 115
822,16,09/02/2022 00:00,Crypto.com Arena,Los Angeles Lakers,Milwaukee Bucks,116 - 131
823,16,09/02/2022 00:00,Moda Center,Portland Trail Blazers,Orlando Magic,95 - 113
824,16,09/02/2022 00:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,114 - 134
825,16,09/02/2022 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,San Antonio Spurs,105 - 92
826,16,09/02/2022 21:30,Spectrum Center,Charlotte Hornets,Chicago Bulls,109 - 121
827,16,09/02/2022 22:00,Paycom Center,Oklahoma City Thunder,Toronto Raptors,98 - 117
828,16,10/02/2022 00:00,Vivint Arena,Utah Jazz,Golden State Warriors,111 - 85
829,16,10/02/2022 00:00,Moda Center,Portland Trail Blazers,Los Angeles Lakers,107 - 105
830,16,10/02/2022 00:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,132 - 119
831,17,10/02/2022 21:00,Little Caesars Arena,Detroit Pistons,Memphis Grizzlies,107 - 132
832,17,10/02/2022 21:30,Capital One Arena,Washington Wizards,Brooklyn Nets,113 - 112
833,17,10/02/2022 21:30,Smoothie King Center,New Orleans Pelicans,Miami Heat,97 - 112
834,17,10/02/2022 22:00,Toyota Center,Houston Rockets,Toronto Raptors,120 - 139
835,17,10/02/2022 22:30,American Airlines Center,Dallas Mavericks,LA Clippers,112 - 105
836,17,11/02/2022 00:00,Footprint Center,Phoenix Suns,Milwaukee Bucks,131 - 107
837,17,11/02/2022 00:00,Chase Center,Golden State Warriors,New York Knicks,114 - 116
838,17,11/02/2022 21:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,119 - 141
839,17,11/02/2022 21:00,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,113 - 120
840,17,11/02/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,100 - 87
841,17,11/02/2022 21:30,State Farm Arena,Atlanta Hawks,San Antonio Spurs,121 - 136
842,17,11/02/2022 21:30,TD Garden,Boston Celtics,Denver Nuggets,108 - 102
843,17,11/02/2022 22:00,United Center,Chicago Bulls,Minnesota Timberwolves,134 - 122
844,17,11/02/2022 23:00,Vivint Arena,Utah Jazz,Orlando Magic,114 - 99
845,17,12/02/2022 19:00,Moda Center,Portland Trail Blazers,New York Knicks,112 - 103
846,17,12/02/2022 21:00,Spectrum Center,Charlotte Hornets,Memphis Grizzlies,118 - 125
847,17,12/02/2022 21:00,Capital One Arena,Washington Wizards,Sacramento Kings,110 - 123
848,17,12/02/2022 21:00,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,114 - 124
849,17,12/02/2022 21:30,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,103 - 93
850,17,12/02/2022 21:30,Scotiabank Arena,Toronto Raptors,Denver Nuggets,109 - 110
851,17,12/02/2022 22:00,FTX Arena,Miami Heat,Brooklyn Nets,115 - 111
852,17,12/02/2022 22:00,United Center,Chicago Bulls,Oklahoma City Thunder,106 - 101
853,17,12/02/2022 22:30,American Airlines Center,Dallas Mavericks,LA Clippers,97 - 99
854,17,12/02/2022 22:30,Chase Center,Golden State Warriors,Los Angeles Lakers,117 - 115
855,17,12/02/2022 23:00,Footprint Center,Phoenix Suns,Orlando Magic,132 - 105
856,17,13/02/2022 16:00,TD Garden,Boston Celtics,Atlanta Hawks,105 - 95
857,17,13/02/2022 17:00,Gainbridge Fieldhouse,Indiana Pacers,Minnesota Timberwolves,120 - 129
858,17,14/02/2022 21:00,Capital One Arena,Washington Wizards,Detroit Pistons,103 - 94
859,17,14/02/2022 21:30,Barclays Center,Brooklyn Nets,Sacramento Kings,109 - 85
860,17,14/02/2022 21:30,Madison Square Garden,New York Knicks,Oklahoma City Thunder,123 - 127
861,17,14/02/2022 22:00,United Center,Chicago Bulls,San Antonio Spurs,120 - 109
862,17,14/02/2022 22:00,Fiserv Forum,Milwaukee Bucks,Portland Trail Blazers,107 - 122
